Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Artifact_EyevoryEyedol_Activated_Key,Text,,,,,"+1[ember]","+1[ember]","+1[ember]","+1[ember]","+1[ember]","+1[ember]"
Beyonder_Artifact_BlackLight_Name_Key,Text,,,,,"Black Light","Black Light","Black Light","Black Light","Black Light","Black Light"
Beyonder_Artifact_BlackLight_Description_Key,Text,,,,,"When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle.","When you play your third <b>Manic</b> card of the turn, all cards gain +[effect0.power] [magicpower] for the rest of this battle."
Malicka_Artifact_BlackLight_Description_Key,Text,,,,,"Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero.","Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero.","Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero.","Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero.","Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero.","Adjusting <b>Mania</b> from playing <b>Manic</b> cards now triggers both <b>Anxiety</b> and <b>Hysteria</b> at the same time. In addition, effects that scale off <b>Mania</b> now use the absolute value instead of being restricted to values either above or below zero."
Beyonder_Artifact_BlackLight_Lore_Key,Text,,,,,"It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it.","It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it.","It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it.","It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it.","It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it.","It's my job as the judge for natural laws to ensure that the veil remains strong enough that the Beyonders never threaten our realm. But at this point, I simply don't care. Let them come. I prefer the entertainment. You may have this black light of mine that will highlight the growing cracks in reality. I have no further use of it."
Beyonder_Artifact_UnstableEnergy_Name_Key,Text,,,,,"Unstable Energy","Unstable Energy","Unstable Energy","Unstable Energy","Unstable Energy","Unstable Energy"
Beyonder_Artifact_UnstableEnergy_Description_Key,Text,,,,,"Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten.","Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten.","Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten.","Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten.","Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten.","Deal [effect0.power] damage to the front enemy unit when a <b>Chronic</b> unit dies or is eaten."
Beyonder_Artifact_UnstableEnergy_Lore_Key,Text,,,,,"Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results.","Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results.","Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results.","Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results.","Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results.","Given that Beyonders are formed from pure chaos, that can result in some... unusual effects. If their bodies house too much of this unstable energy, then disturbing their form can yield explosive results."
Beyonder_Artifact_BloodyTentacles_Name_Key,Text,,,,,"Bloody Tentacles","Bloody Tentacles","Bloody Tentacles","Bloody Tentacles","Bloody Tentacles","Bloody Tentacles"
Beyonder_Artifact_BloodyTentacles_Description_Key,Text,,,,,"Chronic now also adds +3[attack] per stack when triggered.","Chronic now also adds +3[attack] per stack when triggered.","Chronic now also adds +3[attack] per stack when triggered.","Chronic now also adds +3[attack] per stack when triggered.","Chronic now also adds +3[attack] per stack when triggered.","Chronic now also adds +3[attack] per stack when triggered."
Beyonder_Artifact_BloodyTentacles_Lore_Key,Text,,,,,"The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them...","The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them...","The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them...","The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them...","The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them...","The veilrich and undretch so loathe each other that they'd prefer civil war over almost anything else. It's only the prospect of facing off against a greater foe that's brought an uneasy truce between them. They still bear the wounds of battle, though, oozing and festering. I wonder if some of these things are even capable of healing, but nothing seems to stop them..."
,,,,,,,,,,,
,,,,,,,,,,,
Malicka_Artifact_GenieImp_Name_Key,Text,,,,,"Impspector Gadget","Impspector Gadget","Impspector Gadget","Impspector Gadget","Impspector Gadget","Impspector Gadget"
Malicka_Artifact_GenieImp_Description_Key,Text,,,,,"When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors.","When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors.","When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors.","When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors.","When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors.","When you play your 20th [imp] unit of the battle, spawn a Transcendimp on all floors."
Malicka_Artifact_GenieImp_Lore_Key,Text,,,,,"A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse.","A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse.","A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse.","A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse.","A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse.","A herd of cows. A murder of crows. A pride of lions. Do you know what a large gathering of imps is called? An impocalypse."
Malicka_Artifact_GenieImp_Activated_Key,Text,,,,,"Impocalypse!","Impocalypse!","Impocalypse!","Impocalypse!","Impocalypse!","Impocalypse!"
Malicka_Artifact_FasciatedKernels_Name_Key,Text,,,,,"Fasciated Kernels","Fasciated Kernels","Fasciated Kernels","Fasciated Kernels","Fasciated Kernels","Fasciated Kernels"
Malicka_Artifact_FasciatedKernels_Description_Key,Text,,,,,"New unit synthesis upgrades are applied twice but doubled in cost.","New unit synthesis upgrades are applied twice but doubled in cost.","New unit synthesis upgrades are applied twice but doubled in cost.","New unit synthesis upgrades are applied twice but doubled in cost.","New unit synthesis upgrades are applied twice but doubled in cost.","New unit synthesis upgrades are applied twice but doubled in cost."
Malicka_Artifact_FasciatedKernels_Lore_Key,Text,,,,,"Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!","Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!","Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!","Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!","Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!","Imagine condensing all of a being, their entire person, down into a single seed. But seeds grow on trees! You can have so many! Then squeeze them together and get twice as many as before! The fun has been doubled!"
Malicka_Artifact_MalickasGift_Name_Key,Text,,,,,"Malicka’s Gift","Malicka’s Gift","Malicka’s Gift","Malicka’s Gift","Malicka’s Gift","Malicka’s Gift"
Malicka_Artifact_MalickasGift_Description_Key,Text,,,,,"Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'","Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'","Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'","Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'","Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'","Your Champion gains '<b>Incant: <nobr>Armor 2</b></nobr>.'"
Malicka_Artifact_MalickasGift_Trigger_Key,Text,,,,,"<nobr><b>Armor [effect0.status0.power].</b></nobr>","<nobr><b>Armor [effect0.status0.power].</b></nobr>","<nobr><b>Armor [effect0.status0.power].</b></nobr>","<nobr><b>Armor [effect0.status0.power].</b></nobr>","<nobr><b>Armor [effect0.status0.power].</b></nobr>","<nobr><b>Armor [effect0.status0.power].</b></nobr>"
Malicka_Artifact_MalickasGift_Lore_Key,Text,,,,,"As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys.","As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys.","As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys.","As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys.","As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys.","As an observer of the loop, I see and hear many things, but none stick out so loudly or plainly as the sounds of Tethys dying over an over again. So I thought to myself, what if she could last a bit longer? And so I made this, a protective talisman that reacts to the power of the Unnamed. Hmm. I remember way back when that Titan did have a name. Better times? Who knows, but things are terrible now, especially for Tethys."
Malicka_Artifact_ShallowGraves_Name_Key,Text,,,,,"Shallow Graves","Shallow Graves","Shallow Graves","Shallow Graves","Shallow Graves","Shallow Graves"
Malicka_Artifact_ShallowGraves_Description_Key,Text,,,,,"Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle.","Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle.","Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle.","Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle.","Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle.","Your non-champion units start combat dead. Add <b>Hallowed Halls</b> to your hand at the start of battle."
Malicka_Artifact_ShallowGraves_Lore_Key,Text,,,,,"I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle.","I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle.","I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle.","I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle.","I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle.","I've long since lost any semblance of caring and now take my entertainment wherever I see it. The Melting Remnant are so much fun. No matter how many times you knock them down, they always seem to get back up, only to burn out again. It's a gamble whether they'll last long enough to make a difference, but it's always amusing to witness the struggle."
Malicka_Artifact_ShallowGraves_Activated_Key,Text,,,,,"U ded","U ded","U ded","U ded","U ded","U ded"
Malicka_Artifact_ShallowGraves_Tip_Title_Key,Text,,,,,"Tip","Tip","Tip","Tip","Tip","Tip"
Malicka_Artifact_ShallowGraves_Tip_Description_Key,Text,,,,,"This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means.","This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means.","This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means.","This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means.","This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means.","This will not trigger <b>Permadeath</b>. Units respawned by <b>Hallowed Halls</b> are also not subject to <b>Permadeath</b>, but they will be vulnerable if revived by other means."
Malicka_Artifact_ShadowPuppeteer_Name_Key,Text,,,,,"Shadow Puppeteer","Shadow Puppeteer","Shadow Puppeteer","Shadow Puppeteer","Shadow Puppeteer","Shadow Puppeteer"
Malicka_Artifact_ShadowPuppeteer_Description_Key,Text,,,,,"Shroud units get [multistrike] [effect0.upgrade.status0.power].","Shroud units get [multistrike] [effect0.upgrade.status0.power].","Shroud units get [multistrike] [effect0.upgrade.status0.power].","Shroud units get [multistrike] [effect0.upgrade.status0.power].","Shroud units get [multistrike] [effect0.upgrade.status0.power].","Shroud units get [multistrike] [effect0.upgrade.status0.power]."
Malicka_Artifact_ShadowPuppeteer_Lore_Key,Text,,,,,"A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining.","A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining.","A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining.","A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining.","A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining.","A shadow is a curious thing. It follows you around, stands behind you, and silently witnesses your every deed. But what if your shadow could do more? What if it could lead and you could follow? Surely this idea will be better than Herzal's so-called invincible armor. Whether it's a good idea or not, it's bound to be entertaining."
Malicka_Artifact_BadEggs_Name_Key,Text,,,,,"Bad Eggs","Bad Eggs","Bad Eggs","Bad Eggs","Bad Eggs","Bad Eggs"
Malicka_Artifact_BadEggs_Description_Key,Text,,,,,"Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies.","Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies.","Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies.","Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies.","Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies.","Enemy units take [effect0.power] damage per stack of <b>Shell</b> remaining when an Egg unit dies."
Malicka_Artifact_BadEggs_Lore_Key,Text,,,,,"I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack.","I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack.","I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack.","I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack.","I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack.","I know these this things to be true. That not all eggs are viable, and that by now, some must have rotted away, festering inside. Should anything threaten the Wurmkin nurseries, the bad eggs can be sacrificed first, hopefully deterring any future attack."
Malicka_Artifact_BadEggs_Activated_Key,Text,,,,,"Stinky!","Stinky!","Stinky!","Stinky!","Stinky!","Stinky!"
Malicka_Artifact_MemoryJewel_Name_Key,Text,,,,,"Memory Jewel","Memory Jewel","Memory Jewel","Memory Jewel","Memory Jewel","Memory Jewel"
Malicka_Artifact_MemoryJewel_Description_Key,Text,,,,,"At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand.","At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand.","At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand.","At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand.","At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand.","At the start of your turn, gain [effect0.power][ember] and draw [effect0.power] if you have a <b>Frozen</b> unit in hand."
Malicka_Artifact_MemoryJewel_Lore_Key,Text,,,,,"In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time.","In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time.","In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time.","In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time.","In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time.","In wandering these frozen wastes, I once ran across three little ponies shivering in the cold. They mistook me, Malicka, for a warrior of Hell and offered me a boon, so naturally I declined. But before leaving, I encountered a curious ghost, a tragedy manifested from unprepared souls who joined the loop without thinking. The ponies might have meant well, but I did warn them. They're are in the wrong place at the wrong time."
Malicka_Artifact_MemoryJewel_Hint_Title_Key,Text,,,,,"Hint","Hint","Hint","Hint","Hint","Hint"
Malicka_Artifact_MemoryJewel_Hint_Description_Key,Text,,,,,"If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact.","If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact.","If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact.","If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact.","If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact.","If you have not yet unlocked the Equestrian card mastery frames, please read the lore tooltip for this artifact."
Malicka_Artifact_PurloinedHeavensSeal_Name_Key,Text,,,,,"Purloined Heaven’s Seal","Purloined Heaven’s Seal","Purloined Heaven’s Seal","Purloined Heaven’s Seal","Purloined Heaven’s Seal","Purloined Heaven’s Seal"
Malicka_Artifact_PurloinedHeavensSeal_Description_Key,Text,,,,,"Friendly units restore all health when they change floors.","Friendly units restore all health when they change floors.","Friendly units restore all health when they change floors.","Friendly units restore all health when they change floors.","Friendly units restore all health when they change floors.","Friendly units restore all health when they change floors."
Malicka_Artifact_PurloinedHeavensSeal_Lore_Key,Text,,,,,"Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!","Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!","Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!","Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!","Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!","Heaven's soldiers think they're so clever, drawing upon sealed power to preserve their health as they make their way to the Pyre. So I thought to myself, what if this power was placed in the hands of someone else who could use it better? And so I stole it. You're welcome, Arcadians!"
Malicka_Artifact_Preservatives_Name_Key,Text,,,,,"Malicka’s Paste","Malicka’s Paste","Malicka’s Paste","Malicka’s Paste","Malicka’s Paste","Malicka’s Paste"
Malicka_Artifact_Preservatives_Description_Key,Text,,,,,"Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves.","Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves.","Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves.","Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves.","Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves.","Grant +[effect0.status0.power] stack of <b>Buffet</b> each time it is applied. In addition, food units with <b>Buffet 2</b> or higher can now be valid feeder units, and even eat themselves."
Malicka_Artifact_Preservatives_Lore_Key,Text,,,,,"As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!","As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!","As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!","As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!","As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!","As the second clan to willingly join the loop, I find the Sweetkin fascinating. They have such wonderful flavors! It's such a tragedy that they never get to eat each other. But then I thought, why not? They have mouths do they they not? But why stop there? Let them eat themselves too!"
Malicka_Artifact_ScourgeMagnet_Name_Key,Text,,,,,"Scourge Magnet","Scourge Magnet","Scourge Magnet","Scourge Magnet","Scourge Magnet","Scourge Magnet"
Malicka_Artifact_ScourgeMagnet_Description_Key,Text,,,,,"Blight and Scourge cards become <b>Magnetic</b>.","Blight and Scourge cards become <b>Magnetic</b>.","Blight and Scourge cards become <b>Magnetic</b>.","Blight and Scourge cards become <b>Magnetic</b>.","Blight and Scourge cards become <b>Magnetic</b>.","Blight and Scourge cards become <b>Magnetic</b>."
